uid,c1,c2,c3,c4,c5
https://educacao.uol.com.br/bancoderedacoes/redacoes/a-perpetuacao-da-injustica-e-os-deveres-dos-cidadaos.htm,0.0,0.0,0.0,0.0,0.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/a-moral-e-a-etica-de-uma-sociedade-respondendo.htm,1.0,1.0,0.5,0.5,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/corrupcao-raizes-do-brasil.htm,1.0,1.5,1.0,1.0,1.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/corrupcao---cenario-atual.htm,1.0,0.5,0.5,0.5,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/a-corrupcao-de-cada-um-de-nos.htm,2.0,2.0,2.0,2.0,2.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/a-resposta-esta-na-base.htm,1.0,1.0,1.0,1.0,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/mudar-desde-a-base.htm,1.0,0.5,0.5,0.5,1.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/egoismo-gera-corrupcao.htm,1.0,1.0,0.5,0.5,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/sem-titulo-103.htm,1.0,1.0,0.5,0.5,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/honestidade-por-tras-de-reivindicacoes.htm,1.0,1.0,0.5,1.0,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/brasileiros-essencialmente-corruptos.htm,1.0,1.0,0.5,0.5,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/a-corrupcao-na-sociedade.htm,0.5,1.0,0.5,0.5,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/se-somos-todos-corruptos.htm,1.5,1.0,1.5,1.0,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/somos-todos-corruptos.htm,1.0,1.0,0.5,1.0,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/problema-de-geracoes.htm,0.5,1.0,0.5,0.5,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/o-ladrao-que-nao-perde-ocasiao-nem-razao.htm,0.0,0.0,0.0,0.0,0.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/pais-captalista-capitalista-nacao-corrupta.htm,1.0,1.0,0.5,0.5,0.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/corrupcao-o-grande-obstaculo-brasileiro.htm,0.5,0.5,0.5,0.5,0.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/corrupcao-um-problema-cultural.htm,1.5,2.0,1.5,2.0,1.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/corrompendo-e-sendo-corrompidos.htm,1.0,1.5,1.5,1.5,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/corrupcao-e-sempre-corrupcao.htm,1.5,2.0,1.5,1.5,1.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/jeitinho-brasileiro.htm,1.0,1.0,1.0,1.0,1.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/a-opiniao-baseado-baseada-em-verdade.htm,0.0,0.0,0.0,0.0,0.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/viveremos-de-ilusoes-ou-de-verdades.htm,0.5,0.5,0.5,0.5,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/o-que-e-a-verdade-depende-do-meu-ponto-de-vista.htm,1.0,1.0,1.0,1.0,1.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/a-pos-verdade-unica-e-absoluta.htm,0.5,0.5,0.0,0.0,0.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/verdade-e-justica-somente.htm,0.5,0.5,0.5,0.5,0.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/o-peso-da-pos-verdade-na-sociedade-pos-moderna.htm,1.5,1.0,1.0,1.5,1.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/significado-de-democracia-e-governo-do-povo.htm,0.5,0.5,0.5,0.5,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/pos-verdade-opiniao-publica-e-democracia.htm,1.5,1.0,1.0,1.0,1.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/muros-e-mentes-nao-sao-intransponiveis.htm,1.5,1.0,1.0,1.0,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/manipulacao-mundial-de-informacoes.htm,0.5,0.5,0.0,0.0,0.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/a-verdade-por-tras-dos-fatos.htm,0.5,0.5,0.5,0.5,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/os-males-da-falsa-informacao.htm,0.5,0.5,0.5,1.0,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/verdade-absoluta-ja.htm,0.5,0.5,0.5,0.5,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/verdade-subjetiva.htm,1.5,1.5,1.5,1.5,1.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/a-falacia-do-mito-pos-verdade.htm,1.5,1.5,1.0,1.0,1.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/a-palavra-da-vez.htm,0.0,0.0,0.0,0.0,0.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/sem-titulo-101.htm,1.0,1.5,0.5,1.0,1.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/contra-hegemonia.htm,0.5,0.5,0.5,0.5,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/a-conjectura-da-verdade.htm,1.0,1.0,0.5,0.5,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/cultura-da-filantropia-e-reais-beneficiados.htm,2.0,2.0,1.5,1.5,2.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/filantropia-cultura-de-ajuda-ao-proximo.htm,1.0,1.0,0.5,0.5,1.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/filantropia-sobre-olhos-vivos.htm,0.5,1.0,1.5,1.5,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/obrigacao-social.htm,0.5,0.5,0.5,0.5,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/sem-titulo-099.htm,0.5,0.5,0.5,0.5,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/importancia-da-filantropia-para-as-classes-sociais.htm,0.5,0.5,0.5,0.5,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/filantropia-um-ato-de-caridade-aos-necessitados.htm,1.0,1.0,0.5,0.5,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/a-diferenca-entre-a-boa-acao-e-a-autopromocao.htm,1.0,1.0,0.5,0.5,1.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/filantropiaum-exemplo-a-ser-seguido.htm,1.5,1.0,0.5,1.5,1.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/filantropia-e-apenas-doar-dinheiro.htm,1.5,1.0,1.0,1.0,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/filantropia-um-gesto-de-amor.htm,1.0,0.5,0.5,0.5,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/acolher-a-a-filantropia.htm,1.0,0.5,0.5,0.5,1.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/sacrificio-do-bem.htm,0.5,0.5,0.5,0.5,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/sem-titulo-100.htm,1.5,1.0,1.0,1.0,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/filantropia-fazer-o-bem-sem-olhar-a-quem.htm,0.5,0.5,0.0,0.0,0.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/filantropia-cultura-essencial-no-brasil.htm,0.5,1.0,0.5,0.5,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/filantropia-aliada-da-populacao.htm,0.5,0.5,0.5,0.5,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/caridade-ou-um-governo-justo.htm,0.5,0.5,0.5,0.5,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/filantropia-ajudando-o-estado.htm,0.5,0.5,0.5,0.5,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/filantropia.htm,1.5,0.5,0.5,0.5,0.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/reforma-na-educacao-problema-ou-solucao.htm,1.0,1.0,0.5,1.0,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/educacao-fisica-obrigatoria-artes-nao.htm,1.0,1.0,0.5,1.0,1.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/de-obrigatorio-passa-ser-facultativo.htm,0.5,1.0,0.5,0.5,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/reforma-ou-uma-nova-construcao.htm,1.0,1.5,1.0,1.5,1.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/educacao-nunca-e-demais.htm,0.5,0.5,0.5,0.5,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/educacao-notorio-saber.htm,0.5,0.0,0.0,0.0,0.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/artes-e-educacao-fisica-opcionais-ou-obrigatorias.htm,1.0,1.0,0.5,1.0,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/ensino-medio-uma-reforma-significante-para-muitos.htm,0.5,0.5,0.0,0.0,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/as-culpadas-sao-a-arte-e-a-educacao-fisica.htm,1.0,0.5,0.5,1.0,1.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/reforma-ou-deforma-de-deformacao-do-ensino.htm,1.0,0.5,0.5,1.0,0.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/educacao-de-qualidade-e-abrangente.htm,1.0,1.0,0.5,1.0,1.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/a-opcao-pela-melhoria-educacional.htm,0.0,1.0,0.0,0.0,0.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/em-prol-da-saude-e-da-criatividade.htm,1.0,1.0,0.5,0.5,1.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/grade-de-estudos-sem-educacao-fisica-e-artes.htm,0.0,0.0,0.0,0.0,0.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/sera-que-todas-as-reformas-sao-positivas.htm,0.5,1.0,1.0,0.5,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/elas-fazem-a-diferenca.htm,1.0,1.0,1.0,1.0,1.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/ideologia-sobranceira.htm,0.0,0.0,0.0,0.0,0.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/cultura-e-saude-ja.htm,1.0,1.0,0.5,0.5,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/materias-fundamentais.htm,1.0,1.0,0.5,1.0,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/corpo-em-movimento.htm,0.0,0.0,0.5,0.5,0.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/geracao-dos-narcisos.htm,0.0,0.0,0.0,0.0,0.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/sem-titulo-098.htm,0.5,0.5,0.5,0.5,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/inexistencia-do-super-ego-superego.htm,0.5,0.5,0.5,0.5,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/a-criacao-da-superioridade.htm,1.0,1.5,1.0,1.0,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/o-egocentrismo-progressivo.htm,1.0,1.0,0.5,0.5,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/geracao-amor-proprio.htm,1.0,1.0,0.5,0.5,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/geracoes-em-conflito.htm,0.0,0.0,0.0,0.0,0.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/espelho-espelho-meu.htm,1.0,0.5,0.5,0.5,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/amor-ou-doenca.htm,1.0,1.0,0.5,0.5,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/mimados-no-passado-e-infelizes-no-futuro.htm,1.5,1.5,1.0,1.0,1.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/geracao-da-auto-estima-inflamda-autoestima-inflamada.htm,0.5,0.5,0.5,0.0,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/quem-e-que-esta-livre-de-ser-narciso-na-vida.htm,1.5,2.0,1.5,1.0,0.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/geracao-eu-eu-nao-faco-parte.htm,1.0,0.5,1.0,1.0,0.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/equilibre-sua-autoestima.htm,1.0,1.0,1.0,1.0,2.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/criacao-e-tudo.htm,1.0,0.5,0.5,0.5,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/geracao-mimimi.htm,1.0,1.0,0.5,0.5,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/inatingiveis.htm,1.0,0.5,0.5,0.5,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/a-turma-do-eu-me-acho-ausencia-de-humildade.htm,1.0,1.5,1.0,1.5,1.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/jovens-modernos-e-imodestos.htm,2.0,2.0,1.5,1.5,2.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/na-infancia-que-se-aprende.htm,1.0,1.0,0.5,0.5,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/a-partir-dos-16-anos-todos-os-jovens-tem-o-direito-de-votar.htm,0.5,1.0,0.5,0.5,0.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/nao-existem-esquerda-e-direita-na-politica-moderna.htm,1.0,1.0,0.5,1.0,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/um-brasil-democratico-ainda-com-marcas-da-ditadura.htm,1.5,1.5,1.0,1.0,1.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/a-geracao-que-construiu-seu-partido.htm,0.0,0.0,0.0,0.0,0.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/escola-sem-senso-critico.htm,2.0,2.0,2.0,2.0,2.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/tome-juizo-nao-partido.htm,0.5,0.5,0.5,0.5,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/opiniao-ou-imposicao.htm,1.5,1.0,0.5,1.0,1.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/o-professor-doutrina.htm,1.0,1.5,1.0,1.0,1.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/uni-duni-te.htm,1.5,1.5,1.5,2.0,1.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/so-sei-que-nada-sei-entao-quero-conhecer.htm,1.0,2.0,1.5,1.0,1.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/o-direito-politico-na-sala-de-aula.htm,1.0,1.0,0.5,0.5,1.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/a-velha-censura-ataca-novamente.htm,2.0,2.0,2.0,2.0,1.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/ensino-ou-doutrinacao.htm,1.0,1.0,1.0,1.0,1.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/militancia-partidaria.htm,1.0,1.0,1.0,1.0,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/democracia-falha.htm,0.5,1.0,0.5,0.5,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/o-mestre-mandou.htm,1.0,0.5,0.5,1.0,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/lei-da-mordaca.htm,1.5,2.0,1.5,2.0,1.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/para-os-jovens.htm,1.0,1.0,1.0,0.5,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/direita-esquerda-mas-e-a-educacao.htm,0.5,0.5,0.5,0.5,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/sem-titulo-097.htm,0.0,0.0,0.0,0.0,0.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/as-correntes-que-se-arrastam-pelos-seculos.htm,0.5,0.5,0.5,0.5,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/liberdade-liberdade-abre-as-asas-sobre-nos.htm,1.0,0.5,0.5,0.0,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/entre-a-liberdade-e-a-escravidao.htm,1.5,1.0,1.5,1.5,1.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/a-escravidao-nao-foi-abolida.htm,1.0,0.5,0.5,1.0,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/a-desumanidade-na-escravidao.htm,0.0,0.0,0.0,0.0,0.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/o-grande-mal-da-escravidao.htm,1.5,1.5,0.5,1.0,1.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/a-escravidao-moderna.htm,0.0,0.0,0.0,0.0,0.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/aquele-velho-crime.htm,0.5,0.5,0.5,0.5,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/um-fenomeno-comum-entre-paises-ricos-e-pobres.htm,0.5,0.5,0.0,0.0,0.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/trabalho-escravo-um-problema-da-humanidade.htm,1.0,0.5,1.0,0.5,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/trabalho-escravo-contemporaneo.htm,1.0,0.5,0.5,0.5,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/a-persistencia-da-escravidao.htm,0.0,0.0,0.0,0.0,0.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/escravizar-um-ato-desumano.htm,0.5,0.0,0.5,0.0,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/escravizar-acao-desumana.htm,0.5,0.5,0.5,0.0,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/escravidao-moderna.htm,0.5,0.0,0.5,0.0,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/libertando-nacoes.htm,1.0,1.5,0.5,0.5,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/escravidao-vergonha-a-ser-extinta.htm,1.5,1.5,1.0,1.0,1.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/trabalho-escravo-um-crime-que-ainda-existe.htm,1.0,0.5,1.0,0.5,1.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/um-passado-que-reflete-o-presente.htm,0.5,0.5,0.5,0.5,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/escravidao-no-mundo-basta.htm,0.5,0.0,0.0,0.0,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/a-cultura-do-estupro-e-a-objetificacao-da-mulher.htm,2.0,2.0,2.0,1.5,1.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/ensine-as-a-se-defender.htm,1.5,1.5,1.0,1.0,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/a-cultura-do-estupro.htm,1.0,1.0,1.0,0.5,1.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/chega-de-fiu-fiu.htm,0.5,1.0,0.5,0.5,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/mas-qual-que-roupa-voce-estava-usando.htm,0.5,1.0,1.0,0.5,0.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/estupro-uma-mancha-na-alma-feminina.htm,0.5,0.5,0.5,0.5,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/sobre-a-cultura-do-estupro.htm,1.5,2.0,1.5,1.5,1.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/praticas-inaceitaveis.htm,0.5,1.0,0.5,0.5,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/cultura-do-estupro.htm,1.0,1.0,1.0,1.0,2.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/medo-x-protecao.htm,1.0,1.0,1.0,1.0,1.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/o-homem-e-o-cabeca-da-casa.htm,1.0,2.0,1.5,2.0,1.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/vamos-falar-sobre-isso-ate-que-nao-aconteca-mais.htm,2.0,2.0,2.0,2.0,2.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/a-criacao-de-uma-nova-cultura-longe-do-estupro.htm,1.0,2.0,1.0,2.0,1.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/o-grande-medo-das-mulheres-no-seculo-xxi.htm,1.0,0.5,0.5,0.5,1.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/estupro-monstruosidade-devastadora.htm,1.0,1.0,0.5,0.5,1.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/estupro-de-quem-e-a-culpa.htm,1.0,1.0,0.5,0.5,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/a-epidemia-do-estupro.htm,0.5,1.5,0.5,0.5,1.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/denuncie-o-estupro.htm,0.5,0.5,0.5,0.5,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/reflexos-do-patriarcado.htm,1.5,2.0,1.5,1.5,2.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/estupro.htm,1.0,1.0,1.0,1.0,1.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/a-pilula-do-cancer-devera-ser-aceita.htm,0.5,0.0,0.5,0.5,0.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/as-descobertas-atraves-das-pesquisas.htm,0.0,0.0,0.0,0.0,0.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/laboratorio-humano-ou-tiro-certeiro.htm,1.0,0.5,0.5,0.5,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/a-liberacao-da-fosfoetanolamina.htm,1.5,1.0,0.5,1.0,1.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/o-bem-estar-e-prioridade.htm,0.5,0.5,0.5,0.5,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/a-cura-do-cancer-existe.htm,0.0,0.0,0.0,0.0,0.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/tratamento-que-cura.htm,0.5,0.5,0.0,0.5,0.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/politica-sem-comprovacao-cientifica.htm,0.5,1.0,0.5,0.5,0.5
https://educacao.uol.com.br/bancoderedacoes/redacoes/melhor-prevenir-do-que-remediar.htm,1.0,1.0,1.0,1.0,1.0
https://educacao.uol.com.br/bancoderedacoes/redacoes/ciencia-vs-politica-politica.htm,1.0,0.5,0.5,1.0,1.0
